   0.0000000000000000        1.1732674528935292E-002   1.1732675041786815E-002
   5000.0000745058060        7.5148026540225898E-002   5.9401646784704776E-002
   10000.000149011612       0.11719364701056348        8.9531918447537703E-002
   15000.000223517418       0.15242104108602245       0.11442905924935530     
   20000.000298023224       0.18368610445437805       0.13634342483065043     
   25000.000372529030       0.21222426932788155       0.15622802283453169     
   30000.000447034836       0.23871477328721477       0.17459980465120603     
   35000.000521540642       0.26358259809669721       0.19177894758721950     
   40000.000596046448       0.28711651401488658       0.20798117009463771     
   45000.000670552254       0.30952440312671370       0.22336057444436175     
   50000.000745058060       0.33096248667671357       0.23803210247301959     
   55000.000819563866       0.35155215304438026       0.25208437692427138     
   60000.000894069672       0.37139030002281381       0.26558754384020500     
   65000.000968575478       0.39055602725452071       0.27859831506677901     
   70000.001043081284       0.40911515297163115       0.29116334752790646     
   75000.001117587090       0.42712337222087188       0.30332158602687892     
   80000.001192092896       0.44462853411224157       0.31510593386182639     
   85000.001266598701       0.46167232984143725       0.32654447244353457     
   90000.001341104507       0.47829157673327533       0.33766136923916951     
   95000.001415610313       0.49451922006858023       0.34847756456507434     
   100000.00149011612       0.51038513537063523       0.35901129759994166     
   105000.00156462193       0.52591678913574913       0.36927851275604723     
   110000.00163912773       0.54113980010344531       0.37929317491306297     
   115000.00171363354       0.55607843284692304       0.38906751348624169     
   120000.00178813934       0.57075604880065001       0.39861220937515707     
   125000.00186264515       0.58519553565747684       0.40793653460410062     
   130000.00193715096       0.59941973361756917       0.41704845134457197     
   135000.00201165676       0.61345187575234927       0.42595467464391307     
   140000.00208616257       0.62731605935396617       0.43466070135367507     
   145000.00216066837       0.64103776514280186       0.44317080635602574     
   150000.00223517418       0.65464444097424546       0.45148800624532748     
   155000.00230967999       0.66816616512843086       0.45961399031854139     
   160000.00238418579       0.68163639935054920       0.46754901951772093     
   165000.00245869160       0.69509282968711272       0.47529179678362166     
   170000.00253319740       0.70857826656825673       0.48283931893070403     
   175000.00260770321       0.72214152087872496       0.49018673405073115     
   180000.00268220901       0.73583806465624801       0.49732725590202614     
   185000.00275671482       0.74973007760120303       0.50425223914992645     
   190000.00283122063       0.76388509313114472       0.51095161655773258     
   195000.00290572643       0.77837175787934476       0.51741507356560978     
   200000.00298023224       0.79325001734895739       0.52363463238717234     
   205000.00305473804       0.80855115548265255       0.52960977809745047     
   210000.00312924385       0.82424064751774206       0.53535685023443547     
   215000.00320374966       0.84015484055990997       0.54092485812654267     
   220000.00327825546       0.85590423596172682       0.54641935893371896     
   225000.00335276127       0.87074618846246732       0.55203345295411443     
   230000.00342726707       0.88344592169648306       0.55808094212650650     
   235000.00350177288       0.89214044512153712       0.56502787984389324     
   240000.00357627869       0.89414094808790157       0.57353822712470925     
   245000.00365078449       0.88539800886698061       0.58459995828910771     
   250000.00372529030       0.85893365809733058       0.59989365476102152     
   255000.00379979610       0.80248115260311415       0.62229615507625169     
   260000.00387430191       0.73001341156273325       0.64799636740192734     
   265000.00394880772       0.76061071922960322       0.64822710224258029     
   270000.00402331352       0.74608600553156146       0.66015930367340803     
   275000.00409781933       0.73450771432790607       0.67069515951606606     
   280000.00417232513       0.72392817237522356       0.68070762613457469     
   285000.00424683094       0.73038822331309561       0.68688436017236854     
   290000.00432133675       0.71412290796994105       0.69801656986369298     
   295000.00439584255        264.41653030210381       -264.40945093255351     
   300000.00447034836        2099.1582795736308       -2108.9799934795192     
   305000.00454485416        3933.9000288451793       -3953.5505360264387     
   310000.00461935997        5768.6417781167402       -5798.1210785733274     
   315000.00469386578        7603.3835273882451       -7642.6916211203597     
   320000.00476837158        9438.1252766596572       -9487.2621636674921     
   325000.00484287739        11272.867025931222       -11331.832706214520     
   330000.00491738319        13107.608775202556       -13176.403248761268     
   335000.00499188900        14942.350524475085       -15020.973791309598     
   340000.00506639481        16777.092273743103       -16865.544333853253     
   345000.00514090061        18611.834023018291       -18710.114876403684     
   350000.00521540642        20446.575772284337       -20554.685418945286     
   355000.00528991222        22281.317521564055       -22399.255961501021     
   360000.00536441803        24116.059270772770       -24243.826503985238     
   365000.00543892384        25950.801020114744       -26088.397046603513     
   370000.00551342964        27785.542769362110       -27932.967589126289     
   375000.00558793545        29620.284518572455       -29777.538131611767     
   380000.00566244125        31455.026267932226       -31622.108674247473     
   385000.00573694706        33289.768017237693       -33466.679216828372     
   390000.00581145287        35124.509766496987       -35311.249759363440     
   395000.00588595867        36959.251515717428       -37155.820301859072     
   400000.00596046448        38793.993264904544       -39000.390844320835     
   405000.00603497028        40628.735014062586       -40844.961386753574     
   410000.00610947609        42463.476763418301       -42689.531929385099     
   415000.00618398190        44298.218512785403       -44534.102472028440     
   420000.00625848770        46132.960262133289       -46378.673014651991     
   425000.00633299351        47967.702011219306       -48223.243557012182     
   430000.00640749931        49802.443760278053       -50067.814099345174     
   435000.00648200512        51637.185509323012       -51912.384641664517     
   440000.00655651093        53471.927258517513       -53756.955184134102     
   445000.00663101673        55306.669008052348       -55601.525726945780     
   450000.00670552254        57141.410757577120       -57446.096269747490     
   455000.00678002834        58976.152507092913       -59290.666812540025     
   460000.00685453415        60810.894256600361       -61135.237355324389     
   465000.00692903996        62645.636006100380       -62979.807898101135     
   470000.00700354576        64480.377755593348       -64824.378440871136     
   475000.00707805157        66315.119505080176       -66668.948983634677     
   480000.00715255737        68149.861254561300       -68513.519526392280     
   485000.00722706318        69984.603004036966       -70358.090069144659     
   490000.00730156898        71819.344753507976       -72202.660611891813     
   495000.00737607479        73654.086502974227       -74047.231154634574     
